house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale,energy_certificate
10886,1.0,APARTMENT,APARTMENT,Gent,9000,Onderstraat,7,302,1.0,,309000.0,0.0,1.0,5.0,0.0,0.0,GOOD,0.0,0.0,0.0,,57.0,,,A
10887,2.0,APARTMENT,APARTMENT,Elsene,1050,Avenue Louise - Louizalaan,304,2.1,1.0,4.0,530000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,129.0,,,B
10888,4.0,HOUSE,MIXED_USE_BUILDING,OOSTERZELE,9860,Korte Ambachtstraat,6,,1.0,,1099000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,1570.0,215.0,1570.0,,C
10890,2.0,APARTMENT,APARTMENT,Brussel,1000,Rue Des Sables - Zandstraat,27A,SDD0,1.0,2.0,420000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,118.0,,,D
10891,3.0,HOUSE,HOUSE,BEERZEL,2580,Hollestraat,8,,1.0,4.0,649000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,735.0,222.0,735.0,,A
10892,3.0,HOUSE,HOUSE,Aarschot,3200,Oudenbos,56 A,,1.0,4.0,698000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,989.0,282.0,989.0,,A
10893,2.0,APARTMENT,APARTMENT,Mortsel,2640,Koeisteerthofdreef,34,301,0.0,3.0,275000.0,0.0,1.0,8.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,95.0,,,A
10894,1.0,APARTMENT,APARTMENT,Oostakker,9041,Gentstraat,236,0102,1.0,,255000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,,,,A
10897,3.0,APARTMENT,DUPLEX,Gent,9000,Filaturestraat,8,302,1.0,,450000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,145.0,,,A
10898,4.0,HOUSE,VILLA,Schilde,2970,Rozenlaan,43,,1.0,4.0,1980000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,3159.0,350.0,3159.0,,A
10899,4.0,HOUSE,VILLA,COUR-SUR-HEURE,6120,Rue de Bon Air,6,,1.0,4.0,595000.0,0.0,1.0,66.0,0.0,0.0,AS_NEW,1.0,750.0,1.0,1051.0,218.0,1051.0,,A
10900,5.0,HOUSE,VILLA,Plombières,4850,Rue du Ruisseau,42,,1.0,4.0,1300000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,1.0,2031.0,472.0,2031.0,,A
10901,1.0,APARTMENT,APARTMENT,Oostende,8400,Northlaan,9,02.01,0.0,,235000.0,0.0,1.0,10.0,0.0,0.0,,0.0,0.0,0.0,,57.0,,UnderOption,A
10902,0.0,APARTMENT,APARTMENT,Diksmuide,8600,Esenweg,31,,0.0,,286500.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,98.0,,,A
10903,4.0,HOUSE,HOUSE,GENT,9041,Invalidenstraat,6,,1.0,4.0,425000.0,0.0,1.0,20.0,0.0,0.0,TO_BE_DONE_UP,1.0,361.0,0.0,480.0,194.0,480.0,UnderOption,F
10904,3.0,APARTMENT,PENTHOUSE,Kraainem,1950,Avenue Reine Astrid,337,,1.0,2.0,890000.0,0.0,1.0,14.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,173.0,,,
10905,5.0,HOUSE,HOUSE,Dendermonde,9200,Zeelsebaan,100,A,1.0,4.0,449000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,1119.0,193.0,1119.0,,C
10906,2.0,HOUSE,BUNGALOW,Grimbergen,1850,Boterbloemstraat,26,,0.0,4.0,535000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,880.0,158.0,880.0,,F
10907,6.0,HOUSE,VILLA,Aalter,9880,Lomolenstraat,32,,0.0,4.0,849000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,1490.0,453.0,1490.0,,D
10908,4.0,HOUSE,VILLA,Londerzeel,1840,Neeravert,29,,1.0,4.0,895000.0,0.0,1.0,,0.0,0.0,AS_NEW,1.0,8000.0,0.0,8475.0,266.0,8475.0,,C
10909,2.0,APARTMENT,GROUND_FLOOR,MECHELEN,2800,Tervuursesteenweg,9,2,1.0,2.0,375000.0,0.0,1.0,7.0,0.0,0.0,GOOD,0.0,0.0,0.0,,94.0,,,B
10910,5.0,HOUSE,HOUSE,STEKENE,9190,Drieschouwen,77,,1.0,3.0,500590.0,0.0,1.0,15.0,0.0,0.0,,0.0,0.0,0.0,768.0,191.0,768.0,,A
10911,2.0,APARTMENT,APARTMENT,Turnhout,2300,Wilgenstraat,21,3,1.0,,235000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,84.0,,,C
10912,2.0,APARTMENT,GROUND_FLOOR,LAARNE,9270,Nonstraat,11,3,1.0,,333000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,,,,B
10913,2.0,APARTMENT,APARTMENT,Lier,2500,Hoogveldweg,28,11,1.0,,678000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,,158.0,,,C
10914,4.0,HOUSE,HOUSE,Amougies,7750,Rue Verte Voie,41,,0.0,,465000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,2531.0,206.0,2531.0,,
10915,2.0,HOUSE,HOUSE,Wondelgem,9032,Uitvangstraat,14,,0.0,,355000.0,0.0,1.0,,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,474.0,122.0,474.0,,F
10917,4.0,HOUSE,VILLA,Bredene,8450,Spanjaardstraat,14,,1.0,,509000.0,0.0,1.0,32.0,0.0,0.0,GOOD,0.0,0.0,0.0,492.0,169.0,492.0,,A
10918,1.0,APARTMENT,GROUND_FLOOR,KAPELLEN,2940,Zilverlindendreef,21,0008,1.0,,89000.0,0.0,1.0,3.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,,28.0,,,E
10919,1.0,APARTMENT,SERVICE_FLAT,LOKEREN,9160,Uitbreidingslaan,10-12,,1.0,2.0,269000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,1.0,,69.0,,,B
10920,2.0,APARTMENT,APARTMENT,NINOVE,9400,Geraardsbergsestraat,28,3,1.0,2.0,299000.0,0.0,1.0,6.0,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,81.0,,,C
10921,3.0,APARTMENT,APARTMENT,Brussels,1000,rue Van Maerlant,11,7,1.0,2.0,475000.0,0.0,1.0,6.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,100.0,,,B
10922,3.0,APARTMENT,APARTMENT,Hooglede,8830,Bruggestraat,139,,1.0,,479000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,154.0,,,B
10923,4.0,HOUSE,CHALET,Aywaille,4920,Allée des Truites,15,,1.0,4.0,225000.0,0.0,1.0,,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,258.0,99.0,258.0,,F
10925,4.0,HOUSE,VILLA,Schilde,2970,De Nachtegaal,12,,0.0,4.0,1690000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,1.0,3827.0,448.0,3827.0,,C
10926,3.0,HOUSE,HOUSE,SINT-GILLIS-WAAS,9170,Klingedijkstraat,82,,1.0,4.0,389000.0,0.0,1.0,20.0,0.0,0.0,GOOD,0.0,0.0,0.0,605.0,173.0,605.0,UnderOption,E
10927,3.0,HOUSE,HOUSE,Deinze Astene,9800,Bruggenhoofdstraat,16,,1.0,3.0,475000.0,0.0,1.0,,0.0,0.0,AS_NEW,1.0,114.0,0.0,235.0,167.0,235.0,,A
10928,4.0,HOUSE,VILLA,Malmedy,4960,Rue Saint Aubin,70,,1.0,4.0,485000.0,0.0,1.0,40.0,0.0,0.0,GOOD,1.0,1500.0,0.0,2208.0,243.0,2208.0,,B
10929,4.0,HOUSE,HOUSE,Knokke-Heist,8300,Middelhoek,20,,1.0,2.0,985000.0,0.0,1.0,25.0,0.0,0.0,GOOD,1.0,90.0,0.0,225.0,254.0,225.0,,A
10930,6.0,HOUSE,HOUSE,Knokke-Heist,8300,Kragendijk,124,,1.0,4.0,2985000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,5460.0,276.0,5460.0,,C
10932,3.0,HOUSE,VILLA,Belsele,9111,eeckhoekstraat,0,,0.0,4.0,1975000.0,0.0,0.0,0.0,0.0,0.0,GOOD,1.0,38690.0,0.0,38690.0,322.0,38690.0,,B
10933,7.0,HOUSE,HOUSE,Virton Ethe,6760,rue des tilleuls,3,,1.0,4.0,555000.0,0.0,1.0,20.0,0.0,0.0,GOOD,1.0,700.0,0.0,956.0,330.0,956.0,,C
10934,4.0,HOUSE,VILLA,SINT-PIETERS-LEEUW,1600,Oudenakenstraat,23,,1.0,4.0,769000.0,0.0,1.0,,0.0,0.0,GOOD,1.0,1800.0,0.0,2160.0,260.0,2160.0,,D
10935,8.0,HOUSE,APARTMENT_BLOCK,LIÈGE,4000,Rue Fond des Tawes,400,D,1.0,3.0,920000.0,0.0,1.0,18.0,0.0,0.0,GOOD,1.0,45.0,0.0,280.0,360.0,280.0,,B
10936,0.0,APARTMENT,FLAT_STUDIO,Zeebrugge,8380,Zeedijk,23,B3,1.0,1.0,189000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,33.0,,UnderOption,B
10937,3.0,APARTMENT,APARTMENT,Sint-Niklaas,9100,Heidebloemstraat,109,,1.0,,265000.0,0.0,1.0,,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,108.0,,,C
10938,2.0,APARTMENT,APARTMENT,De Haan,8420,Driftweg,175,0205,1.0,,299000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,69.0,,,A
10939,2.0,APARTMENT,APARTMENT,Merelbeke,9820,Hundelgemsesteenweg,101A,103,1.0,,389000.0,1.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,100.0,,,A
10940,4.0,HOUSE,EXCEPTIONAL_PROPERTY,Seneffe Feluy,7181,Rue Saint Georges,17,A,1.0,4.0,648000.0,0.0,1.0,,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,6066.0,210.0,6066.0,,B
10941,3.0,APARTMENT,APARTMENT,Knokke-Zoute,8300,Hazenpad,1,14,1.0,3.0,1370000.0,1.0,1.0,,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,110.0,,,B
10942,3.0,HOUSE,HOUSE,WICHELEN,9260,Paepestraat,112,,0.0,,395000.0,0.0,0.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,909.0,251.0,909.0,,D
10943,3.0,HOUSE,HOUSE,GRIMBERGEN,1850,Beigemsesteenweg,79,,1.0,3.0,455000.0,0.0,1.0,,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,544.0,168.0,544.0,,B
10944,2.0,APARTMENT,DUPLEX,DIEPENBEEK,3590,Dorpsstraat,23,,1.0,2.0,279725.0,0.0,1.0,10.0,0.0,0.0,,0.0,0.0,0.0,,95.0,,,
10947,2.0,APARTMENT,PENTHOUSE,Kapellen,2950,Antwerpsesteenweg,86,0013,1.0,2.0,310000.0,0.0,1.0,55.0,0.0,0.0,GOOD,0.0,0.0,0.0,,66.0,,,B
10948,5.0,HOUSE,HOUSE,Herselt,2230,Madestraat,53,,1.0,4.0,445000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,1099.0,306.0,1099.0,,B
10949,4.0,HOUSE,HOUSE,Brasschaat,2930,Augustijnslei,70,,1.0,2.0,465000.0,0.0,0.0,0.0,0.0,0.0,JUST_RENOVATED,1.0,9.0,0.0,81.0,205.0,81.0,,B
10950,2.0,APARTMENT,APARTMENT,Zeebrugge,8380,Tijdokstraat,16,2B,1.0,2.0,239000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,60.0,,,B
10951,2.0,APARTMENT,APARTMENT,Gent,9000,Vrijdagmarkt,61,305,0.0,,779000.0,0.0,1.0,24.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,171.0,,,B
10953,2.0,APARTMENT,GROUND_FLOOR,KINROOI,3640,Neeroetersesteenweg,26,,1.0,,284000.0,0.0,1.0,14.0,0.0,0.0,,1.0,15.0,0.0,,116.0,,,
10954,2.0,APARTMENT,APARTMENT,Brugge,8310,Blekerijstraat,103,01.01,1.0,4.0,389000.0,0.0,1.0,14.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,121.0,,,A
10955,3.0,APARTMENT,APARTMENT,SINT-NIKLAAS,9100,Lodewijk De Raetlaan,19,101,1.0,,299000.0,0.0,1.0,6.0,0.0,0.0,GOOD,0.0,0.0,0.0,,114.0,,UnderOption,A
10956,4.0,HOUSE,VILLA,Awans,4340,Rue Noël Heine,22,,0.0,4.0,449000.0,0.0,1.0,35.0,0.0,0.0,,1.0,368.0,0.0,619.0,169.0,619.0,,C
10957,4.0,HOUSE,HOUSE,Stabroek,2940,Lepelstraat,39,,1.0,2.0,549000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,176.0,211.0,176.0,,A+
10958,6.0,HOUSE,HOUSE,SINT-KATELIJNE-WAVER,2860,Stationsstraat,256,,1.0,3.0,613000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,406.0,329.0,406.0,,A
10959,1.0,APARTMENT,APARTMENT,Oostende,8400,Troonstraat,258,105,1.0,,179000.0,1.0,0.0,0.0,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,47.0,,,C
10960,4.0,HOUSE,HOUSE,HERZELE,9550,Vogelenzangstraat,7C,,1.0,3.0,499850.0,0.0,1.0,29.0,0.0,0.0,,0.0,0.0,0.0,357.0,177.0,357.0,,A
10961,3.0,HOUSE,VILLA,Herentals,2200,Voortkapelseweg,81,,1.0,4.0,649000.0,0.0,1.0,,1.0,1.0,GOOD,0.0,0.0,0.0,1090.0,332.0,1090.0,UnderOption,B
10962,2.0,APARTMENT,APARTMENT,KNOKKE-HEIST,8300,Zandstraat,11,,1.0,2.0,799000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,,75.0,,,B
10963,3.0,HOUSE,HOUSE,Buggenhout,9255,Ten Hove,24,,0.0,4.0,429000.0,0.0,1.0,,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,728.0,312.0,728.0,,E
10964,4.0,APARTMENT,APARTMENT,KONTICH,2550,Volderij,17,0101,1.0,,695000.0,0.0,1.0,27.0,0.0,0.0,GOOD,0.0,0.0,0.0,,240.0,,,A
10965,5.0,HOUSE,EXCEPTIONAL_PROPERTY,SINT-KATELIJNE-WAVER,2860,Kempenarestraat,24,,1.0,4.0,1490000.0,0.0,1.0,15.0,1.0,1.0,GOOD,1.0,1047.0,1.0,1610.0,564.0,1610.0,UnderOption,B
10966,6.0,HOUSE,VILLA,Tervuren,3080,Molenberglaan,13,,1.0,4.0,1570000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1870.0,410.0,1870.0,,C
10967,3.0,APARTMENT,GROUND_FLOOR,Halle,1502,Stokerijstraat,16,,1.0,2.0,215000.0,0.0,1.0,,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,,130.0,,,E
10968,2.0,APARTMENT,APARTMENT,Haaltert Denderhoutem,9450,Molenstraat,10,2,1.0,2.0,245000.0,0.0,1.0,6.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,96.0,,,C
10969,2.0,APARTMENT,APARTMENT,Kapellen,2950,Meidoornlaan,4,2,1.0,3.0,249000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,82.0,,,D
10970,2.0,APARTMENT,APARTMENT,LIER,2500,Boomlaarstraat,211,5,1.0,,260000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,104.0,,,B
10971,2.0,APARTMENT,APARTMENT,Oostende,8400,Groenendijkstraat,12,0101,1.0,2.0,394800.0,0.0,1.0,14.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,82.0,,,A
10972,2.0,APARTMENT,APARTMENT,HASSELT,3500,Genkersteenweg,39,2.03,1.0,,335000.0,0.0,1.0,10.0,0.0,0.0,GOOD,0.0,0.0,0.0,,95.0,,,A
10973,2.0,APARTMENT,APARTMENT,Sint-Niklaas,9100,Passtraat,394,0002,1.0,,425000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,115.0,,,A
10974,1.0,APARTMENT,SERVICE_FLAT,OUDENAARDE,9700,Remparden,14,107,1.0,,229000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,63.0,,,B
10975,3.0,APARTMENT,APARTMENT,Meise,1860,Roodborstjeslaan,18,3,0.0,2.0,300000.0,0.0,1.0,2.0,0.0,0.0,,0.0,0.0,0.0,,110.0,,,A
10976,4.0,HOUSE,HOUSE,Wiekevorst,2222,Lindestraat,28,,1.0,3.0,495000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,366.0,195.0,366.0,UnderOption,A
10977,4.0,HOUSE,VILLA,Zwijnaarde,9052,Hekers,51,,1.0,,689000.0,0.0,0.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,1084.0,279.0,1084.0,,C
10978,6.0,HOUSE,HOUSE,Woluwe-Saint-Pierre,1150,Rue Henrotte,26,,1.0,3.0,1045000.0,0.0,1.0,20.0,0.0,0.0,AS_NEW,1.0,300.0,0.0,545.0,300.0,545.0,,D
10980,2.0,APARTMENT,DUPLEX,WECHELDERZANDE,2275,Gebroeders De Winterstraat,23A,4,1.0,3.0,289000.0,0.0,1.0,15.0,0.0,0.0,GOOD,0.0,0.0,0.0,,124.0,,,B
10981,2.0,APARTMENT,DUPLEX,WECHELDERZANDE,2275,Gebroeders De Winterstraat,23A,3,1.0,2.0,289000.0,0.0,1.0,16.0,0.0,0.0,GOOD,0.0,0.0,0.0,,131.0,,,A
10982,1.0,APARTMENT,APARTMENT,GEEL,2440,Brigandshof,8,24,0.0,2.0,289000.0,0.0,1.0,8.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,71.0,,,B
10983,3.0,APARTMENT,GROUND_FLOOR,HERSELT,2230,Blaubergsesteenweg,2,1,1.0,3.0,310000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,126.0,,,B
10984,2.0,APARTMENT,APARTMENT,BERCHEM,2600,Flor Alpaertsstraat,12,,0.0,,470000.0,1.0,1.0,12.0,0.0,0.0,GOOD,0.0,0.0,0.0,,134.0,,,B
10985,3.0,APARTMENT,PENTHOUSE,Uccle,1180,Avenue Du Prince D'orange - Prins Van Oranjelaan,150,,0.0,3.0,990000.0,0.0,1.0,25.0,1.0,1.0,AS_NEW,0.0,0.0,0.0,,224.0,,,E
10986,2.0,APARTMENT,APARTMENT,Knokke,8300,Nyckeesstraat,4,12,1.0,3.0,469000.0,1.0,0.0,0.0,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,80.0,,,C
10987,2.0,APARTMENT,APARTMENT,Knokke,8300,Nieuwstraat,2,2.2,1.0,,475000.0,0.0,0.0,0.0,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,85.0,,,C
10988,2.0,HOUSE,TOWN_HOUSE,Brasschaat,2930,Oude Baan,33 B,,0.0,,395000.0,0.0,1.0,38.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,104.0,158.0,104.0,,B
10990,4.0,HOUSE,VILLA,Lissewege,8380,Willem Saeftinghestraat,1,,0.0,,1095000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,533.0,533.0,533.0,,B
10991,4.0,HOUSE,HOUSE,BORSBEKE,9552,Vogelenzangstraat,7C,,1.0,3.0,499850.0,0.0,1.0,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,177.0,0.0,,A
10992,4.0,HOUSE,HOUSE,SINT-KATELIJNE-WAVER,2860,Mechelsesteenweg,332A,,1.0,2.0,599000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,392.0,209.0,392.0,,A+
10993,2.0,APARTMENT,APARTMENT,ROESELARE,8800,Noordlaan,21,25,1.0,2.0,179000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,113.0,,,C
10994,3.0,APARTMENT,APARTMENT,Deurne,2100,Bosuil,77,70,1.0,4.0,199000.0,0.0,1.0,6.0,0.0,0.0,GOOD,0.0,0.0,0.0,,105.0,,UnderOption,D
10995,2.0,APARTMENT,APARTMENT,WAVRE,1300,Avenue du Champ de Courses,55,3,1.0,4.0,245000.0,0.0,1.0,16.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,,85.0,,UnderOption,C
10996,2.0,APARTMENT,APARTMENT,BIERGES,1301,Avenue du Champ de Courses,55,3,1.0,4.0,245000.0,0.0,1.0,16.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,,85.0,,UnderOption,C
10997,2.0,APARTMENT,APARTMENT,WALEM,2800,Koning Albertstraat,67,201,1.0,2.0,245000.0,0.0,1.0,12.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,78.0,,UnderOption,B
10998,2.0,APARTMENT,APARTMENT,Hoboken,2660,Zeelandstraat,79,1v,0.0,,249000.0,0.0,1.0,9.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,95.0,,,A
10999,2.0,APARTMENT,APARTMENT,LIÈGE,4000,RUE FOND DES TAWES,400,D,1.0,2.0,268000.0,0.0,1.0,18.0,0.0,0.0,GOOD,1.0,45.0,0.0,,90.0,,,B
11000,1.0,APARTMENT,APARTMENT,EDEGEM,2650,Joe Englishlaan,1,,1.0,2.0,274900.0,0.0,0.0,0.0,0.0,0.0,GOOD,1.0,80.0,0.0,,70.0,,,B
11001,2.0,APARTMENT,APARTMENT,HOBOKEN,2660,Haspengouwstraat,29,1v,0.0,2.0,296000.0,0.0,1.0,9.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,100.0,,,A
11002,2.0,APARTMENT,APARTMENT,Heist-aan-Zee,8301,Nicolas Mengélaan,6,41,1.0,2.0,645000.0,0.0,1.0,11.0,0.0,0.0,GOOD,0.0,0.0,0.0,,91.0,,,A
11003,2.0,APARTMENT,APARTMENT,ANTWERPEN 2000,2000,Meir,7,2.7,1.0,,695000.0,0.0,1.0,35.0,0.0,0.0,GOOD,0.0,0.0,0.0,,180.0,,,A
11005,2.0,APARTMENT,APARTMENT,Knokke,8300,Leopoldlaan,156,51,1.0,2.0,985000.0,1.0,1.0,50.0,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,70.0,,,B
11006,2.0,APARTMENT,APARTMENT,Gavere,9890,Onderstraat,25,7,0.0,2.0,178000.0,0.0,1.0,25.0,0.0,0.0,GOOD,0.0,0.0,0.0,,55.0,,,C
11009,4.0,HOUSE,HOUSE,LICHTAART,2460,Hoebenschot,27,,1.0,4.0,669000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,3681.0,495.0,3681.0,,B
11010,2.0,APARTMENT,DUPLEX,Vrasene,9120,Oude Dorpsstraat,59,102,1.0,2.0,380000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,,105.0,,,A+
11011,2.0,APARTMENT,APARTMENT,Turnhout,2300,Turnovatoren,8,2,1.0,3.0,525000.0,0.0,1.0,17.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,129.0,,,A
11012,2.0,APARTMENT,APARTMENT,Antwerpen,2000,Falconrui,9,,0.0,,569000.0,0.0,1.0,30.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,164.0,,,B
11013,3.0,APARTMENT,APARTMENT,Knokke-Zoute,8300,Zeedijk,795,3.1,1.0,2.0,3850000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,182.0,,,B
11014,2.0,APARTMENT,APARTMENT,Knokke-Heist,8301,Heistlaan,10,32,1.0,2.0,335000.0,0.0,1.0,19.0,0.0,0.0,GOOD,0.0,0.0,0.0,,71.0,,,B
11015,2.0,APARTMENT,APARTMENT,ZAVENTEM,1930,Hoogstraat,3G,032,1.0,,340000.0,0.0,1.0,9.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,99.0,,,A
11016,4.0,HOUSE,HOUSE,Galmaarden,1570,Hollestraat,134,,1.0,3.0,450000.0,0.0,1.0,50.0,0.0,0.0,JUST_RENOVATED,1.0,335.0,0.0,1141.0,275.0,1141.0,,B
11017,4.0,HOUSE,HOUSE,Deinze,9800,Graaf Van Hoornestraat,37,,1.0,,615000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,786.0,212.0,786.0,,A
11018,2.0,APARTMENT,APARTMENT,Roeselare,8800,Vijfwegenstraat,30,,1.0,,229000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,108.0,,,B
11019,1.0,APARTMENT,APARTMENT,Watermael-Boitsfort,1170,Charles Michielslaan,170,,1.0,2.0,269000.0,0.0,1.0,10.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,60.0,,UnderOption,C
11020,2.0,APARTMENT,APARTMENT,Ixelles,1050,Chaussée de Boondael,561,,1.0,2.0,329000.0,0.0,1.0,2.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,80.0,,,F
11021,2.0,APARTMENT,APARTMENT,Bruxelles,1000,Rue Notre-Dame-du-Sommeil,40,22,1.0,2.0,395000.0,0.0,1.0,8.0,0.0,0.0,GOOD,0.0,0.0,0.0,,95.0,,,B
11022,3.0,APARTMENT,APARTMENT,Sint-Pieters-Woluwe,1150,Venelle Bleue,26,,1.0,2.0,395000.0,0.0,1.0,4.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,110.0,,,F
11023,3.0,HOUSE,HOUSE,Boom,2850,Heike,17,,0.0,,395000.0,0.0,1.0,19.0,0.0,0.0,GOOD,0.0,0.0,0.0,140.0,167.0,140.0,,B
11024,4.0,HOUSE,VILLA,Cornesse,4860,Rue Thibaumont,5,,1.0,4.0,419000.0,0.0,1.0,,1.0,1.0,GOOD,1.0,200.0,0.0,2691.0,258.0,2691.0,UnderOption,B
11025,3.0,HOUSE,VILLA,Grimbergen,1850,Noodbeekstraat,48,,1.0,4.0,535000.0,0.0,1.0,10.0,0.0,0.0,GOOD,1.0,500.0,0.0,631.0,140.0,631.0,,D
11026,6.0,HOUSE,HOUSE,Roeselare,8800,Dammestraat-West,29,,1.0,,589000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,810.0,324.0,810.0,,C
11027,2.0,APARTMENT,PENTHOUSE,Bruxelles,1000,Rue du Poinçon,53,261,1.0,2.0,760000.0,1.0,1.0,101.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,202.0,,,D
11028,3.0,HOUSE,APARTMENT_BLOCK,Liège,4000,Rue Molinvaux,135,,1.0,2.0,249900.0,0.0,1.0,20.0,0.0,0.0,TO_RENOVATE,1.0,60.0,0.0,230.0,200.0,230.0,,D
11029,4.0,HOUSE,HOUSE,Oupeye,4680,Rue de Fexhe-Slins,144,H,1.0,4.0,549000.0,0.0,1.0,55.0,0.0,0.0,AS_NEW,1.0,1270.0,0.0,1751.0,243.0,1751.0,,B
